"","Name","NOGA6","NOGA2.x","NOGA1","X2015","y2020","DeltaP5b","Wgroup","Cluster","Sektortext","Dienstleistungslevel","Produktionslevel"
"262"," Sonstige Telekommunikation","619000","61","6","18","17","-5.555555556","1","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","Non-Manufacturing"
"263"," Programmierungst√§tigkeiten","620100","62","6","1153","1540","33.56461405","4","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","Non-Manufacturing"
"264"," Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie","620200","62","6","1240","1326","6.935483871","3","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","Non-Manufacturing"
"265"," Erbringung von sonstigen Dienstleistungen der Informationstechnologie","620900","62","6","81","75","-7.407407407","1","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","Non-Manufacturing"
"266"," Datenverarbeitung, Hosting und damit verbundene T√§tigkeiten","631100","63","6","74","86","16.21621622","3","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","Non-Manufacturing"
"267"," Webportale","631200","63","6","26","83","219.2307692","4","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","Non-Manufacturing"
"268"," Korrespondenz- und Nachrichtenb√ºros","639100","63","6","12","9","-25","0","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","Non-Manufacturing"
"269"," Kantonalbanken","641902","64","6","970","1087","12.06185567","3","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"270"," Grossbanken","641903","64","6","1626","907","-44.21894219","0","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"271"," Regionalbanken und Sparkassen","641904","64","6","33","47","42.42424242","4","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"272"," Raiffeisenbanken","641905","64","6","70","62","-11.42857143","1","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"273"," B√∂rsenbanken","641907","64","6","517","424","-17.98839458","1","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"274"," Ausl√§ndisch beherrschte Banken","641908","64","6","906","854","-5.739514349","1","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"275"," Privatbankiers","641910","64","6","135","128","-5.185185185","1","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"276"," Andere Banken","641911","64","6","536","482","-10.07462687","1","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"277"," Sonstige Kreditinstitute (ohne Spezialkreditinstitute) a. n. g.","641912","64","6","15","17","13.33333333","3","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"278"," Andere Holdinggesellschaften","642002","64","6","72","81","12.5","3","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"279"," Sonstige Spezialkreditinstitute","649202","64","6","38","39","2.631578947","2","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"280"," Investmentgesellschaften","649901","64","6","162","189","16.66666667","3","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"281"," Tresorerie innerhalb einer Unternehmensgruppe","649902","64","6","33","19","-42.42424242","0","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"282"," Sonstige Finanzierungsinstitutionen a. n. g.","649903","64","6","21","44","109.5238095","4","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"283"," Lebensversicherungen","651100","65","6","279","324","16.12903226","3","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"284"," Unfallversicherung (SUVA)","651201","65","6","140","118","-15.71428571","1","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"285"," Unfall- und Schadenversicherung","651202","65","6","3376","3534","4.680094787","2","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"286"," Krankenkassen","651203","65","6","230","210","-8.695652174","1","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"287"," Sonstige Versicherungen (ohne Sozialversicherung) a. n. g.","651204","65","6","48","41","-14.58333333","1","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"288"," Pensionskassen und Pensionsfonds","653000","65","6","220","215","-2.272727273","2","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"289"," Sonstige mit Finanzdienstleistungen verbundene T√§tigkeiten","661900","66","6","221","203","-8.14479638","1","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"290"," Risiko- und Schadensbewertung","662100","66","6","28","29","3.571428571","2","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"291"," T√§tigkeit von Versicherungsmaklerinnen und -maklern","662200","66","6","590","617","4.576271186","2","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"292"," Ausgleichskassen","662901","66","6","159","164","3.144654088","2","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"293"," Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene T√§tigkeiten a. n. g.","662902","66","6","347","701","102.0172911","4","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"294"," Fondsleitungen","663001","66","6","228","251","10.0877193","3","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"295"," Fondsmanagement","663002","66","6","560","606","8.214285714","3","Finanzwesen","Terti‰rsektor (Dienstleistungssektor)","Wissensintensive Finanzdienstleistungen","Non-Manufacturing"
"296"," Kauf und Verkauf von eigenen Grundst√ºcken, Geb√§uden und Wohnungen","681000","68","6","196","169","-13.7755102","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"297"," Vermietung und Verpachtung von eigenen oder geleasten Grundst√ºcken","682001","68","6","47","46","-2.127659574","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"298"," Vermietung und Verpachtung von eigenen oder geleasten Geb√§uden und Wohnungen","682002","68","6","651","850","30.56835637","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"299"," Vermittlung von Grundst√ºcken, Geb√§uden und Wohnungen f√ºr Dritte","683100","68","6","189","207","9.523809524","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"300"," Verwaltung von Grundst√ºcken, Geb√§uden und Wohnungen f√ºr Dritte","683200","68","6","1595","1492","-6.457680251","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"301"," Advokatur-, Notariatsb√ºros","691001","69","6","1072","1163","8.48880597","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"302"," Patentanwaltsb√ºros, Patentverwertung","691002","69","6","76","86","13.15789474","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"303"," Wirtschaftspr√ºfung und Steuerberatung, Buchf√ºhrung, Treuhandgesellschaften","692000","69","6","1675","1682","0.417910448","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"304"," Firmensitzaktivit√§ten von anderen Gesellschaften","701002","70","7","4410","4455","1.020408163","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"305"," Public-Relations-Beratung","702100","70","7","268","354","32.08955224","4","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"306"," Unternehmensberatung","702200","70","7","2105","2407","14.34679335","3","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"307"," Architekturb√ºros","711101","71","7","2736","3022","10.45321637","3","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"308"," Raumplanungsb√ºros","711102","71","7","39","38","-2.564102564","2","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"309"," Landschaftsplanungsb√ºros und Gartenarchitekturb√ºros","711103","71","7","73","93","27.39726027","4","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"310"," Bau-Ingenieurb√ºros","711201","71","7","1004","848","-15.53784861","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"311"," Geb√§udetechnik-Ingenieurb√ºros","711202","71","7","195","172","-11.79487179","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"312"," Sonstige Ingenieurb√ºros","711203","71","7","926","1430","54.42764579","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"313"," Geometerb√ºros","711204","71","7","6","7","16.66666667","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"314"," Sonstige technische Beratung und Planung","711205","71","7","552","579","4.891304348","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"315"," Technische, physikalische und chemische Untersuchung","712000","71","7","269","397","47.58364312","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"316"," Forschung und Entwicklung im Bereich Biotechnologie","721100","72","7","500","658","31.6","4","Life Sciences, Chemie, Pharma","Terti‰rsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","Non-Manufacturing"
"317"," Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin","721900","72","7","2317","2541","9.667673716","3","Life Sciences, Chemie, Pharma","Terti‰rsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","Non-Manufacturing"
"318"," Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften","722000","72","7","70","70","0","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Spitzentechnologie nutzende wissensintensive Dienstleistungen","Non-Manufacturing"
"319"," Werbeagenturen","731100","73","7","886","779","-12.07674944","1","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"320"," Vermarktung und Vermittlung von Werbezeiten und Werbefl√§chen","731200","73","7","95","52","-45.26315789","0","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"321"," Markt- und Meinungsforschung","732000","73","7","95","36","-62.10526316","0","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"322"," Industrie- und Produktdesign","741001","74","7","92","113","22.82608696","4","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"323"," Grafikdesign und Visuelle Kommunikation","741002","74","7","499","499","0","2","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"324"," Innenarchitektur und Raumgestaltung","741003","74","7","177","174","-1.694915254","2","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"325"," Fotografie","742001","74","7","166","161","-3.012048193","2","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"326"," Fotolabors","742002","74","7","6","4","-33.33333333","0","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"327"," √úbersetzen und Dolmetschen","743000","74","7","175","121","-30.85714286","0","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"328"," Sonstige freiberufliche, wissenschaftliche und technische T√§tigkeiten a. n. g.","749000","74","7","308","340","10.38961039","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"329"," Veterin√§rwesen","750000","75","7","61","61","0","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"330"," Vermietung von Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger","771100","77","7","237","226","-4.641350211","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"331"," Vermietung von sonstigen Gebrauchsg√ºtern","772900","77","7","6","6","0","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"332"," Vermietung von sonstigen Maschinen, Ger√§ten und beweglichen Sachen a. n. g.","773900","77","7","28","20","-28.57142857","0","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"333"," Leasing von geistigem Eigentum und √§hnlichen Produkten (ohne Copyrights)","774000","77","7","32","13","-59.375","0","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"334"," Vermittlung von Arbeitskr√§ften","781000","78","7","637","830","30.29827316","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"335"," Befristete √úberlassung von Arbeitskr√§ften","782000","78","7","6530","6753","3.415007657","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"336"," Reiseb√ºros","791100","79","7","443","280","-36.79458239","0","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"337"," Reiseveranstalter","791200","79","7","69","165","139.1304348","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"338"," Erbringung sonstiger Reservierungsdienstleistungen","799002","79","7","109","99","-9.174311927","1","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"339"," Private Wach- und Sicherheitsdienste","801000","80","8","1286","1271","-1.166407465","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Marktbezogene wissensintensive Dienstleistungen","Non-Manufacturing"
"340"," Hausmeisterdienste, Facility Management","811000","81","8","678","773","14.01179941","3","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"341"," Allgemeine Geb√§udereinigung","812100","81","8","3947","3178","-19.48315176","1","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"342"," Kaminfeger","812201","81","8","19","16","-15.78947368","1","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"343"," Spezielle Reinigung von Geb√§uden und Reinigung von Maschinen","812202","81","8","34","12","-64.70588235","0","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"344"," Reinigung a. n. g.","812900","81","8","462","482","4.329004329","2","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"345"," Garten- und Landschaftsbau sowie Erbringung von sonstigen g√§rtnerischen Dienstleistungen","813000","81","8","192","210","9.375","3","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"346"," Allgemeine Sekretariats- und Schreibdienste","821100","82","8","5","13","160","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"347"," Sekretariats- und Schreibdienste","821901","82","8","121","83","-31.40495868","0","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"348"," Copy Shops","821902","82","8","15","11","-26.66666667","0","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"349"," Call Centers","822000","82","8","38","31","-18.42105263","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"350"," Messe-, Ausstellungs- und Kongressveranstalter","823000","82","8","642","389","-39.40809969","0","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"351"," Inkassob√ºros und Auskunfteien","829100","82","8","27","27","0","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"352"," Abf√ºllen und Verpacken","829200","82","8","13","11","-15.38461538","1","Dienstleistungen","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"353"," Erbringung sonstiger wirtschaftlicher Dienstleistungen f√ºr Unternehmen und Privatpersonen a. n. g.","829900","82","8","31","87","180.6451613","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","Non-Manufacturing"
"354"," Allgemeine √∂ffentliche Verwaltung","841100","84","8","1291","1245","-3.563129357","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"355"," √ñffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen","841200","84","8","832","1044","25.48076923","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"356"," Wirtschaftsf√∂rderung, -ordnung und -aufsicht","841300","84","8","740","748","1.081081081","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"357"," Ausw√§rtige Angelegenheiten","842100","84","8","8","7","-12.5","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"358"," Verteidigung","842201","84","8","29","27","-6.896551724","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"359"," Verwaltung der Rechtspflege, Gerichte","842301","84","8","815","840","3.067484663","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"360"," Verwaltung von Strafvollzugsanstalten","842302","84","8","61","58","-4.918032787","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"361"," √ñffentliche Sicherheit und Ordnung","842400","84","8","1940","1917","-1.18556701","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"362"," Feuerwehren","842500","84","8","110","209","90","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"363"," Alters- und Hinterlassenenversicherung (AHV), Invalidenversicherung (IV), Arbeitslosenversicherung (ALV)","843000","84","8","130","134","3.076923077","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"364"," Kinderg√§rten und Vorschulen","851000","85","8","437","657","50.34324943","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"365"," Primarschulen","852001","85","8","2039","2401","17.75380088","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"366"," Sonderschulen","852002","85","8","427","269","-37.00234192","0","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"367"," Obligatorische Schulen a. n. g.","852003","85","8","139","166","19.42446043","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"368"," Bezirks-, Sekundar-, Realschulen, Oberstufe der Primarschulen","853101","85","8","903","976","8.084163898","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"369"," Maturit√§tsschulen","853102","85","8","802","682","-14.96259352","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"370"," Fachmittelschulen FMS (bisher: Diplommittelschulen DMS)","853103","85","8","183","209","14.20765027","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"371"," Berufsbildende weiterf√ºhrende Schulen","853200","85","8","1148","1090","-5.052264808","1","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"372"," Universit√§re Hochschulen","854201","85","8","4338","4707","8.506224066","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"373"," Andere Ausbildungsst√§tten der h√∂heren Berufsbildung","854203","85","8","26","40","53.84615385","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"374"," Sport- und Freizeitunterricht","855100","85","8","198","290","46.46464646","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"375"," Kulturunterricht","855200","85","8","644","717","11.33540373","3","Kreativwirtschaft","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"376"," Fahr- und Flugschulen","855300","85","8","89","93","4.494382022","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"377"," Sprachunterricht","855901","85","8","496","596","20.16129032","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"378"," Informatikunterricht","855902","85","8","20","23","15","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"379"," Berufliche Erwachsenenbildung","855903","85","8","847","820","-3.18772137","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"380"," Sonstiger Unterricht a. n. g.","855904","85","8","168","162","-3.571428571","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"381"," Erbringung von Dienstleistungen f√ºr den Unterricht","856000","85","8","50","28","-44","0","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"382"," Allgemeine Krankenh√§user","861001","86","8","8786","10137","15.37673572","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"383"," Spezialkliniken","861002","86","8","4196","4431","5.600571973","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"384"," Arztpraxen f√ºr Allgemeinmedizin","862100","86","8","1051","1280","21.7887726","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"385"," Facharztpraxen","862200","86","8","1559","1746","11.99486851","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"386"," Zahnarztpraxen","862300","86","8","873","862","-1.26002291","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"387"," Psychotherapie und Psychologie","869001","86","8","247","257","4.048582996","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"388"," Physiotherapie","869002","86","8","614","796","29.64169381","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"389"," Aktivit√§ten der Krankenschwestern, Hauspflege","869003","86","8","1026","1355","32.0662768","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"390"," Aktivit√§ten der Hebammen","869004","86","8","30","68","126.6666667","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"391"," Sonstige Aktivit√§ten der nicht-√§rztlichen Medizinalberufe","869005","86","8","480","473","-1.458333333","2","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"392"," Medizinische Labors","869006","86","8","173","267","54.33526012","4","Life Sciences, Chemie, Pharma","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"393"," Sonstiges Gesundheitswesen a. n. g.","869007","86","8","222","332","49.54954955","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"394"," Pflegeheime","871000","87","8","3159","3489","10.44634378","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"395"," Institutionen f√ºr Suchtkranke","872001","87","8","90","113","25.55555556","4","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"396"," Institutionen f√ºr psychosoziale F√§lle","872002","87","8","136","154","13.23529412","3","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
"397"," Altersheime","873001","87","8","301","226","-24.91694352","0","#NV","Terti‰rsektor (Dienstleistungssektor)","Andere wissensintensive Dienstleistungen","Non-Manufacturing"
