"X1","X2015","X2020","NOGA6","NOGA2.x","NOGA1","Name","DeltaP5b","Wgroup","Cluster","Sektortext","Dienstleistungslevel","Dlnum","Produktionslevel","Owncat","Owncattxt"
"770","5331","6190","949902","94","9","Organisationen des Gesundheitswesens","16","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"771","1264","1478","949903","94","9","Jugendorganisationen","17","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"772","21302","25580","949904","94","9","Sonstige Interessenvertretungen und Vereinigungen a. n. g.","20","4","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"773","744","898","951100","95","9","Reparatur von Datenverarbeitungsgeräten und peripheren Geräten","21","4","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"774","372","518","951200","95","9","Reparatur von Telekommunikationsgeräten","39","4","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"775","205","134","952100","95","9","Reparatur von Geräten der Unterhaltungselektronik","-""35","","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"776","1248","1195","952200","95","9","Reparatur von elektrischen Haushaltsgeräten und Gartengeräten","-""4","2","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"777","714","563","952300","95","9","Reparatur von Schuhen und Lederwaren","-""21","","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"778","984","780","952400","95","9","Reparatur von Möbeln und Einrichtungsgegenständen","-""21","","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"779","229","212","952500","95","9","Reparatur von Uhren und Schmuck","-""7","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"780","1356","1510","952900","95","9","Reparatur von sonstigen Gebrauchsgütern","11","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"781","4804","4395","960101","96","9","Wäscherei","-""9","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"782","2401","2016","960102","96","9","Textilreinigung","-""16","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"783","29854","30270","960201","96","9","Coiffeursalons","1","2","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"784","12553","15205","960202","96","9","Kosmetiksalons","21","4","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"785","1807","2019","960300","96","9","Bestattungswesen","12","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"786","1057","887","960401","96","9","Saunas, Solarien","-""16","1","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"787","5576","6557","960402","96","9","Sonstiges Körperpflegegewerbe","18","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
"788","8685","9293","960900","96","9","Erbringung von sonstigen Dienstleistungen a. n. g.","7","3","x","Tertiärsektor (Dienstleistungssektor)","Sonstige Dienstleistungen","1","","x0","Sonstige DL"
