X1;X2015;X2020;NOGA6;NOGA2.x;NOGA1;Name;DeltaP5b;Wgroup;Cluster;Sektortext;Dienstleistungslevel;Dlnum;Produktionslevel;Owncat;Owncattxt
298;2701;2569;310200;31;3;Herstellung von Küchen- und Badzimmermöbeln (ohne Einbau);-4.88707886;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
299;544;454;310300;31;3;Herstellung von Matratzen;-16.54411765;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
300;4095;3802;310900;31;3;Herstellung von sonstigen Möbeln;-7.155067155;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
301;115;64;321100;32;3;Herstellung von Münzen;-44.34782609;0;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
302;790;606;321201;32;3;Bearbeitung von Edel- und Schmucksteinen;-23.29113924;0;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
303;3383;3153;321202;32;3;Herstellung von Schmuck, Gold- und Silberschmiedwaren a. n. g. (ohne Fantasieschmuck);-6.798699379;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
304;259;311;321300;32;3;Herstellung von Fantasieschmuck;20.07722008;4;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
305;649;598;322000;32;3;Herstellung von Musikinstrumenten;-7.858243451;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
306;631;848;323000;32;3;Herstellung von Sportgeräten;34.38985737;4;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
307;306;317;324000;32;3;Herstellung von Spielwaren;3.594771242;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
308;8281;8875;325001;32;3;Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien;7.173046733;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
309;3704;3887;325002;32;3;Herstellung von orthopädischen und prothetischen Erzeugnissen;4.940604752;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
310;3973;4063;325003;32;3;Zahntechnische Laboratorien;2.265290712;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
311;858;858;325004;32;3;Herstellung von Brillen;0;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
312;1305;1259;329100;32;3;Herstellung von Besen und Bürsten;-3.524904215;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
313;2504;2471;329900;32;3;Herstellung von sonstigen Erzeugnissen a. n. g.;-1.317891374;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
314;929;609;331100;33;3;Reparatur von Metallerzeugnissen;-34.44564047;0;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
315;6970;7505;331200;33;3;Reparatur von Maschinen;7.675753228;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
316;999;837;331300;33;3;Reparatur von elektronischen und optischen Geräten;-16.21621622;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
317;683;711;331400;33;3;Reparatur von elektrischen Ausrüstungen;4.099560761;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
318;771;836;331500;33;3;Reparatur und Instandhaltung von Schiffen, Booten und Yachten;8.430609598;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
319;5180;5567;331600;33;3;Reparatur und Instandhaltung von Luft- und Raumfahrzeugen;7.471042471;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
320;1858;2193;331700;33;3;Reparatur und Instandhaltung von Fahrzeugen a. n. g.;18.03013994;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
321;237;237;331900;33;3;Reparatur von sonstigen Ausrüstungen;0;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
322;2195;2101;332000;33;3;Installation von Maschinen und Ausrüstungen a. n. g.;-4.282460137;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
323;10928;10609;351100;35;3;Elektrizitätserzeugung;-2.919106881;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
324;573;922;351200;35;3;Elektrizitätsübertragung;60.90750436;4;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
325;11620;12266;351300;35;3;Elektrizitätsverteilung;5.559380379;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
326;3918;4195;351400;35;3;Elektrizitätshandel;7.06993364;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
327;106;134;352100;35;3;Gaserzeugung;26.41509434;4;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
328;1024;1049;352200;35;3;Gasverteilung durch Rohrleitungen;2.44140625;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
329;200;180;352300;35;3;Gashandel durch Rohrleitungen;-10;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
330;928;826;353000;35;3;Wärme- und Kälteversorgung;-10.99137931;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
331;2396;2731;360000;36;3;Wasserversorgung;13.98163606;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
332;4521;5242;370000;37;3;Abwasserentsorgung;15.94779916;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
333;3982;4130;381100;38;3;Sammlung nicht gefährlicher Abfälle;3.716725264;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
334;192;204;381200;38;3;Sammlung gefährlicher Abfälle;6.25;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
335;2995;3441;382100;38;3;Behandlung und Beseitigung nicht gefährlicher Abfälle;14.89148581;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
336;84;131;382200;38;3;Behandlung und Beseitigung gefährlicher Abfälle;55.95238095;4;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
337;175;132;383100;38;3;Zerlegen von Schiffs- und Fahrzeugwracks und anderen Altwaren;-24.57142857;0;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
338;4288;4237;383200;38;3;Rückgewinnung sortierter Werkstoffe;-1.189365672;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
339;181;239;390000;39;3;Beseitigung von Umweltverschmutzungen und sonstige Entsorgung;32.0441989;4;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
340;1910;2583;411000;41;4;Entwicklung von Bauprojekten;35.23560209;4;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
341;21871;22295;412001;41;4;Allgemeiner Hochbau;1.938640208;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
342;0;0;412002;41;4;Aktivitäten der Generalunternehmen im Baugewerbe;0;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
343;60088;56159;412003;41;4;Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt;-6.538743177;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
344;6486;7738;412004;41;4;Unterhalt und Reparatur von Gebäuden;19.3031144;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
345;14217;13864;421100;42;4;Bau von Strassen;-2.482942956;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
346;2689;2883;421200;42;4;Bau von Bahnverkehrsstrecken;7.21457791;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
347;1177;944;421300;42;4;Brücken- und Tunnelbau;-19.79609176;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
348;2141;2276;422100;42;4;Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau;6.305464736;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
349;1354;1244;422200;42;4;Kabelnetzleitungstiefbau;-8.124076809;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
350;278;269;429100;42;4;Wasserbau;-3.237410072;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
351;2375;2737;429900;42;4;Sonstiger Tiefbau a. n. g.;15.24210526;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
352;1612;1884;431100;43;4;Abbrucharbeiten;16.87344913;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
353;3039;3206;431200;43;4;Vorbereitende Baustellenarbeiten;5.495228694;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
354;854;789;431300;43;4;Test- und Suchbohrung;-7.611241218;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
355;48925;50751;432100;43;4;Elektroinstallation;3.732243229;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
356;4494;4593;432201;43;4;Sanitärinstallation;2.20293725;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
357;7624;7366;432202;43;4;Sanitärinstallation und Spenglerei;-3.384050367;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
358;18074;19160;432203;43;4;Sanitär- und Heizungsinstallation;6.008631183;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
359;17015;18494;432204;43;4;Installation von Heizungs-, Lüftungs- und Klimaanlagen;8.692330297;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
360;5402;5597;432901;43;4;Dämmung gegen Kälte, Wärme, Schall und Erschütterung;3.609774158;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
361;9747;10833;432902;43;4;Sonstige Bauinstallation;11.14188981;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
362;7686;7410;433100;43;4;Anbringen von Stuckaturen, Gipserei und Verputzerei;-3.590944575;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
363;7920;8569;433200;43;4;Einbau von Fenster, Türen und Innenausbau, Einbauküchen, Einbaumöbel;8.194444444;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
364;7740;7918;433301;43;4;Verlegen von Fussboden;2.299741602;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
365;8934;9021;433302;43;4;Verlegen von Fliesen und Platten;0.973807925;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
366;95;53;433303;43;4;Tapeziererei;-44.21052632;0;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
367;15868;14643;433401;43;4;Malerei;-7.719939501;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
368;14185;15813;433402;43;4;Malerei und Gipserei ohne ausgeprägten Schwerpunkt;11.47691223;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
369;1460;1368;433403;43;4;Glaserei;-6.301369863;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
370;1631;1685;433900;43;4;Sonstiger Ausbau a. n. g.;3.310852238;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
371;18630;19672;439101;43;4;Holzbau, Zimmerei;5.593129361;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
372;4937;4903;439102;43;4;Dachdeckerei;-0.688677334;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
373;8211;8005;439103;43;4;Bauspenglerei;-2.508829619;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
374;3958;4150;439901;43;4;Abdichtungen;4.850934816;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
375;3768;4277;439902;43;4;Gerüstbau;13.50849257;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
376;7512;6496;439903;43;4;Maurerarbeiten;-13.52502662;1;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
377;435;503;439904;43;4;Vermietung von Baumaschinen und -geräten mit Bedienungspersonal;15.63218391;3;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
378;10649;11008;439905;43;4;Sonstiger spezialisierter Hoch- und Tiefbau a. n. g.;3.371208564;2;x;Sekundärsektor (Industrieller Sektor, Produktion);Keine Dienstleistung;0;0;x1;Primär/Sekundär
379;3535;2944;451101;45;4;Handelsvermittlung und Grosshandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger;-16.718529;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x0;Sonstige DL
380;3953;4774;451102;45;4;Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger;20.76903618;4;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x0;Sonstige DL
381;577;627;451901;45;4;Handelsvermittlung und Grosshandel mit Automobilen mit einem Gesamtgewicht von mehr als 3,5 t;8.665511265;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x0;Sonstige DL
382;643;808;451902;45;4;Detailhandel mit Automobilen mit einem Gesamtgewicht von mehr als 3,5 t;25.66096423;4;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x0;Sonstige DL
383;53205;53866;452001;45;4;Instandhaltung und Reparatur von Automobilen;1.242364439;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x0;Sonstige DL
384;12189;11824;452002;45;4;Reparatur und Lackieren von Carrosserien;-2.994503241;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x0;Sonstige DL
385;6025;5908;453100;45;4;Grosshandel mit Automobilteilen und -zubehör;-1.941908714;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x0;Sonstige DL
386;3031;2876;453200;45;4;Detailhandel mit Automobilteilen und -zubehör;-5.113823821;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x0;Sonstige DL
387;4061;4253;454000;45;4;Handel mit Motorrädern, Kraftradteilen und -zubehör, Instandhaltung und Reparatur von Motorrädern;4.727899532;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x0;Sonstige DL
388;367;418;461100;46;4;Handelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und H;13.89645777;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
389;168;158;461200;46;4;Handelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien;-5.952380952;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
390;441;379;461300;46;4;Handelsvermittlung von Holz, Baustoffen und Anstrichmitteln;-14.05895692;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
391;550;299;461400;46;4;Handelsvermittlung von Maschinen, technischem Bedarf, Wasser- und Luftfahrzeugen;-45.63636364;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
392;260;239;461500;46;4;Handelsvermittlung von Möbeln, Einrichtungs- und Haushaltsgegenständen, Eisen- und Metallwaren;-8.076923077;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
393;288;312;461600;46;4;Handelsvermittlung von Textilien, Bekleidung, Schuhen und Lederwaren;8.333333333;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
394;227;253;461700;46;4;Handelsvermittlung von Nahrungsmitteln, Getränken und Tabakwaren;11.45374449;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
395;314;317;461800;46;4;Handelsvermittlung von sonstigen Waren;0.955414013;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
396;479;392;461900;46;4;Handelsvermittlung von Waren ohne ausgeprägten Schwerpunkt;-18.16283925;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
397;3364;3522;462100;46;4;Grosshandel mit Getreide, Rohtabak, Saatgut und Futtermitteln;4.696789536;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
398;1648;1755;462200;46;4;Grosshandel mit Blumen und Pflanzen;6.492718447;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
399;913;950;462300;46;4;Grosshandel mit lebenden Tieren;4.052573932;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
400;224;179;462400;46;4;Grosshandel mit Häuten, Fellen und Leder;-20.08928571;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
401;5487;6029;463100;46;4;Grosshandel mit Obst, Gemüse und Kartoffeln;9.877893202;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
402;1761;1722;463200;46;4;Grosshandel mit Fleisch und Fleischwaren;-2.214650767;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
403;2000;2056;463300;46;4;Grosshandel mit Milch, Milcherzeugnissen, Eiern, Speiseölen und Nahrungsfetten;2.8;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
404;3909;3780;463401;46;4;Grosshandel mit Wein und Spirituosen;-3.300076746;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
405;3064;2915;463402;46;4;Grosshandel mit sonstigen Getränken;-4.862924282;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
406;1956;1874;463500;46;4;Grosshandel mit Tabakwaren;-4.192229039;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
407;868;690;463600;46;4;Grosshandel mit Zucker, Süsswaren und Backwaren;-20.50691244;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
408;989;1013;463700;46;4;Grosshandel mit Kaffee, Tee, Kakao und Gewürzen;2.42669363;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
409;6817;6842;463800;46;4;Grosshandel mit sonstigen Nahrungs- und Genussmitteln;0.366730233;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
410;7902;8882;463900;46;4;Grosshandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren, ohne ausgeprägten Schwerpunkt;12.40192356;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
411;2850;2219;464100;46;4;Grosshandel mit Textilien;-22.14035088;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
412;6777;5723;464201;46;4;Grosshandel mit Bekleidung;-15.5526044;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
413;889;699;464202;46;4;Grosshandel mit Schuhen;-21.37232846;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
414;5023;4944;464301;46;4;Grosshandel mit elektrischen Haushaltsgeräten;-1.57276528;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
415;2189;1883;464302;46;4;Grosshandel mit Geräten der Unterhaltungselektronik;-13.97898584;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
416;1050;891;464303;46;4;Grosshandel mit Foto- und Kinogeräten, feinmechanischen und optischen Erzeugnissen;-15.14285714;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
417;1439;1246;464400;46;4;Grosshandel mit keramischen Erzeugnissen, Glaswaren und Reinigungsmitteln;-13.41209173;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
418;7246;6511;464500;46;4;Grosshandel mit kosmetischen Erzeugnissen und Körperpflegemitteln;-10.14352746;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
419;12489;14712;464601;46;4;Grosshandel mit pharmazeutischen Erzeugnissen;17.7996637;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
420;9290;10191;464602;46;4;Grosshandel mit medizinischen, chirurgischen und orthopädischen Erzeugnissen;9.698600646;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
421;3099;3046;464700;46;4;Grosshandel mit Möbeln, Teppichen, Lampen und Leuchten;-1.710229106;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
422;1780;1636;464801;46;4;Grosshandel mit Uhren;-8.08988764;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
423;1372;1230;464802;46;4;Grosshandel mit Schmuck;-10.34985423;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
424;3532;3340;464901;46;4;Grosshandel mit Schreibwaren, Büchern und Zeitungen;-5.43601359;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
425;896;744;464902;46;4;Grosshandel mit Spielwaren;-16.96428571;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
426;3878;3978;464903;46;4;Grosshandel mit Sportartikeln;2.578648788;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
427;240;173;464904;46;4;Grosshandel mit Lederwaren und Reiseartikeln;-27.91666667;0;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
428;776;660;464905;46;4;Grosshandel mit Geschenkartikeln und Souvenirs;-14.94845361;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
429;2471;2193;464906;46;4;Grosshandel mit sonstigen Gebrauchs- und Verbrauchsgütern a. n. g.;-11.25050587;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
430;8064;6938;465101;46;4;Grosshandel mit Datenverarbeitungsgeräten und peripheren Einheiten;-13.96329365;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
431;2171;2308;465102;46;4;Grosshandel mit Software;6.310456011;3;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
432;4710;4227;465200;46;4;Grosshandel mit elektronischen Bauteilen und Telekommunikationsgeräten;-10.25477707;1;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
433;3694;3743;466100;46;4;Grosshandel mit landwirtschaftlichen Maschinen und Geräten;1.326475365;2;x;Tertiärsektor (Dienstleistungssektor);Sonstige Dienstleistungen;1;0;x4;Grosshandel, Verkehr und Lagerei
